id;name;origin;grapes;price;description;story;image_url;category;temperature;alcohol;pairing;tasting_notes;flavor_notes;vintage;region;sweetness;body;tannin;acidity;fizzy;created_at;updated_at
afe49e49-4b25-40af-abd3-a149e6aa2a71;Château Le Bordieu 2020;Bordeaux Supérieur, France;Merlot•Cabernet Sauvignon;650,000₫;Château Le Bordieu là điền trang rượu vang lâu đời tại vùng Médoc, được xây dựng khoảng năm 1830 bởi Philippe Delacourt, Lãnh chúa Bourdieu. Lâu đài mang kiến trúc đặc trưng thế kỷ 19 và từng được ghi nhận trong Féret 1878.;"Đồng thời xuất hiện trong bảng phân loại Crus Bourgeois năm 1932, khẳng định vị thế lịch sử trong vùng Bordeaux. Tên gọi ""Le Bordieu"" đã xuất hiện từ thế kỷ 18, và đến nay chuồng chim bồ câu bằng đá cổ vẫn còn hiện diện giữa các vườn nho như một dấu ấn của quá khứ.

Vườn nho tọa lạc gần làng Valeyrac, trên các dải đất cao croupes gồm sỏi, cát và đất sét, lại gần cửa sông Gironde nên khí hậu ôn hòa, ổn định quanh năm. Tổng diện tích vườn nho 46 ha, trồng hai giống nho truyền thống của Médoc là Cabernet Sauvignon và Merlot. Sản lượng trung bình khoảng 260.000 chai/năm.

Nho được thu hoạch bằng máy, kết hợp phân loại cơ học và thủ công. Rượu lên men theo phương pháp truyền thống Médoc trong bể thép không gỉ và bê tông có kiểm soát nhiệt độ, ngâm vỏ kéo dài, sau đó ủ 12 tháng trong thùng gỗ sồi Pháp để đạt cấu trúc hài hòa và tròn vị.";/wines/chateau-le-bordieu-fixed.jpg;red;16-18°C;15%;Thịt bò, thịt cừu, phô mai cứng;Mận, gỗ tuyết tùng, bơ, thuốc lá, anh đào, vani;"[""Mận"",""Gỗ tuyết tùng"",""Bơ"",""Thuốc lá"",""Anh đào"",""Vani""]";2020;Médoc, Bordeaux, Pháp;1.0;7.0;6.0;5.5;;2025-12-24 07:52:51.761483+00;2025-12-24 08:43:18.725356+00
369a202d-91f9-4155-9fa6-2b53c85158dd;Masso Antico Primitivo;Puglia, Italy;Primitivo;650,000₫;Chai vang đỏ tiêu biểu đến từ vùng Puglia, miền Nam nước Ý. Rượu được làm từ 100% nho Primitivo, trồng theo phương pháp Alberello truyền thống, phơi khô tự nhiên theo phương pháp Appassimento để tạo độ cô đọng và phức hợp.;"Puglia là vùng sản xuất rượu vang lớn nhất nước Ý, nằm ở ""gót giày"" của bán đảo Ý. Khí hậu Địa Trung Hải ấm áp và đất đỏ giàu khoáng chất tạo điều kiện lý tưởng cho giống nho Primitivo phát triển.

Rượu có màu đỏ ruby đậm sâu, hương thơm phong phú của mận khô, nho khô, chocolate, vani và gia vị ngọt. Trên vòm miệng, rượu thể hiện cấu trúc đậm đà, mềm mại, tannin mượt như nhung, hậu vị dài và ấm áp.

Phương pháp Appassimento giúp cô đọng hương vị và tạo nên độ ngọt tự nhiên nhẹ nhàng, làm cho chai vang trở nên đặc biệt hấp dẫn.";/wines/masso-antico-fixed.jpg;red;14-16°C;14%;Thịt nướng, pasta, phô mai cứng;Mận, chocolate, vani, gia vị, dâu đen, thuốc lá, anh đào;"[""Mận"",""Sô-cô-la"",""Vani"",""Gia vị"",""Dâu đen"",""Thuốc lá"",""Anh đào""]";2020;Puglia, Miền Nam nước Ý;5.0;7.0;3.0;2.0;;2025-12-24 07:52:51.761483+00;2025-12-24 08:45:31.184116+00
4d613431-7f03-43c4-a12c-2de8733e710a;958 Santero Asti;Piemonte, Italy;Moscato;600,000₫;Chai vang sủi ngọt thanh lịch đến từ 958 Santero, nhà sản xuất danh tiếng được sáng lập năm 1958 tại vùng Piedmont. Trong ly, rượu khoác lên mình màu vàng rơm ánh xanh, điểm xuyết những chuỗi bọt mịn sống động.;"958 Santero Asti | Piemonte – Ý

958 Santero Asti là chai vang sủi ngọt thanh lịch đến từ 958 Santero, nhà sản xuất danh tiếng được sáng lập năm 1958 tại vùng Piedmont, Tây Bắc nước Ý bởi anh em nhà Santero. Trải qua hơn sáu thập kỷ phát triển, 958 Santero không chỉ khẳng định chất lượng rượu vang sủi mà còn tạo dấu ấn mạnh mẽ nhờ phong cách thiết kế táo bạo, sáng tạo và tiên phong – một biểu tượng giao thoa giữa truyền thống Ý và tinh thần đương đại.

Rượu được làm từ giống nho Moscato trồng tại Piedmont, vùng đất trứ danh của những chai vang sủi tinh tế bậc nhất nước Ý. Với phong cách ngọt vừa, tươi mới và dễ thưởng thức, 958 Santero Asti mang đến trải nghiệm nhẹ nhàng nhưng đầy cuốn hút, phù hợp với nhiều dịp và đối tượng thưởng thức.

Trong ly, rượu khoác lên mình màu vàng rơm ánh xanh, điểm xuyết những chuỗi bọt mịn sống động. Hương thơm lan tỏa nồng nàn nhưng thanh nhã, nổi bật với xô thơm, hoa đào và những nốt hương Muscat đặc trưng, hòa quyện cùng trái cây nhiệt đới chín mọng. Trên vòm miệng, rượu mang lại cảm giác tươi mát, cân bằng và sảng khoái, vị ngọt dịu hài hòa cùng cấu trúc mềm mại, dễ uống và đầy sức sống.

958 Santero Asti là lựa chọn lý tưởng để dùng làm vang khai vị, hoặc kết hợp tinh tế cùng thịt trắng, hải sản, cá và các món ăn nhẹ. Rượu đạt độ ngon tối ưu khi được phục vụ ở nhiệt độ 4–6°C, giúp tôn vinh trọn vẹn hương thơm và sự tươi mới đặc trưng.";/wines/santero-asti-fixed.jpg;sparkling;4-6°C;7%;Vang khai vị, thịt trắng, hải sản, cá và các món ăn nhẹ;Hoa cơm cháy, đào, nho Moscato, mật ong, bọt mịn sống động, ngọt dịu, tươi mát;"[""Xô thơm"",""Vỏ cam"",""Đào"",""Mận"",""Gừng"",""Thảo mộc"",""Cam"",""Hoa""]";Non-Vintage;Asti, Piemonte, Miền Bắc nước Ý;5.0;4.0;0.0;4.0;5.0;2025-12-24 07:53:42.2365+00;2025-12-24 08:43:43.882853+00
bde3765c-51e9-4065-9dfe-384c7bd6eebd;Aura Del Sol Icon 2015;Maule Valley, Chile;Cabernet Sauvignon;1,570,000₫;"Aura Del Sol Icon Cabernet Sauvignon là chai vang đỏ cao cấp đến từ Chile, mang trong mình ý nghĩa sâu sắc của biểu tượng ""Del Sol"" – Mặt Trời. Trong văn hóa Mapuche, mặt trời đại diện cho ánh sáng thiêng liêng, nguồn năng lượng sưởi ấm và nuôi dưỡng sự sống trên trái đất.";"Aura Del Sol Icon Cabernet Sauvignon – Biểu tượng ánh sáng và sự thịnh vượng từ Chile

Aura Del Sol Icon Cabernet Sauvignon là chai vang đỏ cao cấp đến từ Chile, mang trong mình ý nghĩa sâu sắc của biểu tượng “Del Sol” – Mặt Trời. Trong văn hóa Mapuche, mặt trời đại diện cho ánh sáng thiêng liêng, nguồn năng lượng sưởi ấm và nuôi dưỡng sự sống trên trái đất. Cũng giống như rượu vang, dù chỉ là một phần nhỏ trong vũ trụ bao la, nhưng lại chứa đựng giá trị tinh túy, trường tồn và đầy ý nghĩa.

Được tạo nên qua nhiều năm chăm sóc và hoàn thiện, Aura Del Sol Icon là sự kết hợp hài hòa giữa độ phức tạp và nét sang trọng, phản ánh trọn vẹn tinh thần của một dòng vang biểu tượng.

Nguồn gốc & Quy trình sản xuất

Nho được tuyển chọn từ vườn nho đơn lẻ 50 năm tuổi, với mật độ trồng 1.660 cây/ha và năng suất giới hạn chỉ 8 tấn/ha nhằm đảm bảo chất lượng trái nho tốt nhất. Hệ thống giàn che giúp kiểm soát ánh nắng và độ chín đồng đều.

Nho được thu hoạch thủ công vào cuối tháng 4, áp dụng phương pháp chọn lọc kép ngay tại vườn. Quá trình ngâm kéo dài 25–30 ngày theo phương pháp truyền thống, kết hợp kỹ thuật bơm và đục lỗ để chiết xuất tối ưu màu sắc, hương vị và tannin. Rượu lên men bằng men khô hoạt tính Bayanus, ở nhiệt độ 28–30°C, sau đó được ủ 18 tháng trong thùng gỗ sồi Pháp mới, tạo nên chiều sâu và cấu trúc vững chắc.

Cảm quan & Hương vị

Màu sắc: Đỏ đậm mạnh mẽ, đục lạnh, thể hiện hàm lượng pigment cao – dấu ấn của một chai vang đậm đà và cô đặc.

Hương thơm: Phức hợp và cuốn hút với mận chín, anh đào đen, hòa quyện cùng cam thảo, vani và ca cao.

Vị rượu: Đầy đặn, tannin vừa phải nhưng chắc chắn, cấu trúc hài hòa. Vị trái cây phong phú kết hợp cùng những nốt anh đào và kẹo bạc hà tinh tế.

Hậu vị: Dài, sâu lắng, để lại dư vị anh đào, kẹo bạc hà và gia vị kéo dài đầy ấn tượng.

Gợi ý thưởng thức

Aura Del Sol Icon Cabernet Sauvignon lý tưởng khi dùng cùng thịt đỏ, bò bít tết, mì ống, phi lê thịt lợn hoặc sô cô la đen. Nên decant từ 1–2 giờ trước khi thưởng thức để rượu mở ra trọn vẹn hương vị của một dòng Icon cao cấp.";/wines/aura-del-sol-fixed.jpg;red;16-18°C;14.5%;Thịt đỏ, bò bít tết, mì ống, phi lê thịt lợn hoặc sô cô la đen;Anh đào đen, cam thảo, hoa hồng khô, khoáng chất, kẹo bạc hà, tanin mịn, hậu vị dài;"[""Anh đào"",""Hoa khô"",""Cam thảo"",""Hoa hồng"",""Gia vị"",""Da thuộc"",""Khoáng chất""]";2015;Maule Valley, Chile;1.0;8.5;7.0;4.5;;2025-12-24 07:51:47.169475+00;2025-12-24 08:45:31.184116+00
8341874c-33ac-4711-a1fa-38955a00777a;Beau Marais Reserve Selection;Costières de Nîmes, France;Blend;450,000₫;Beau Marais Reserve Selection Prestige là chai vang đỏ phân khúc phổ thông đến từ vùng Costières de Nîmes, miền Nam nước Pháp, được sản xuất theo quy trình nghiêm ngặt nhất bởi SDGB Winery. Đây là khu vực hội tụ khí hậu Địa Trung Hải lý tưởng và thổ nhưỡng giàu sỏi đá.;"Vùng đất này mang đến chất lượng nho vượt trội, giúp nho chín đều và tạo nên phong cách vang đậm vị trái cây, dễ uống, phù hợp nhiều đối tượng.

Rượu được làm theo phương pháp truyền thống, lên men và ủ trong điều kiện kiểm soát, nhằm giữ lại sự tươi mới và ổn định hương vị. Rượu có màu đỏ ruby đậm, hương thơm rõ ràng của trái cây đen chín như Acai Berry, anh đào, mật ong, điểm thêm rất nhẹ hương gỗ sồi, vani và thảo mộc.

Khi thưởng thức, Beau Marais Reserve cho cảm giác tròn vị, tannin vừa phải, axit cân bằng, không quá gắt, không quá chát, rất dễ uống với người mới làm quen rượu vang. Hậu vị ở mức trung bình, gọn gàng và dễ chịu.

Chai vang này đặc biệt phù hợp dùng trong bữa ăn hằng ngày, tiệc gia đình, liên hoan, nhà hàng phổ thông hoặc làm table wine.";/wines/beau-marais-fixed.jpg;red;14-16°C;14%;Pizza Hải sản, Phô mai mềm: Brie, Camembert, Mozzarella;Acai Berry, anh đào, mật ong, gỗ sồi nhẹ, vani và thảo mộc;"[""Mật ong"",""Anh đào"",""Quả mọng"",""Đất""]";;Miền Nam nước Pháp;1.0;5.0;7.0;6.0;;2025-12-24 07:53:42.2365+00;2025-12-24 08:45:31.184116+00
abf63391-bd92-4234-b007-5b32e34647aa;Spanella Rosso;Puglia, Italy;Primitivo•Negroamaro;497,000₫;Spanella Rosso là chai vang đỏ khô đậm đà đến từ vùng Puglia, được sản xuất bởi Cevico Gruppo – tập đoàn rượu vang lớn nhất nước Ý. Rượu được phối trộn từ hai giống nho đặc trưng của miền Nam Ý là Primitivo và Negroamaro.;"Spanella Rosso là chai vang đỏ khô đậm đà đến từ vùng Puglia, được sản xuất bởi Cevico Gruppo – tập đoàn rượu vang lớn nhất nước Ý. Rượu được phối trộn từ hai giống nho đặc trưng của miền Nam Ý là Primitivo và Negroamaro, mang đến phong cách mạnh mẽ, tròn đầy và giàu cá tính.

Nho sau khi thu hoạch được xử lý bằng kỹ thuật đông lạnh và lên men trong điều kiện kiểm soát nhiệt độ nghiêm ngặt, không có oxy, nhằm bảo toàn tối đa hương thơm tự nhiên. Sau quá trình lên men, khoảng 30% rượu được ủ trong thùng gỗ sồi để gia tăng chiều sâu và độ phức hợp. Rượu đạt nồng độ 15%, thể hiện rõ nét phong cách vang Nam Ý đậm đà.

Trong ly, Spanella Rosso có màu đỏ tím sẫm. Hương thơm nồng nàn của dâu đen, nho đen, anh đào hòa quyện cùng quế và gia vị cay. Trên vòm miệng, rượu mang vị trái cây chín đỏ mãnh liệt, cấu trúc mượt mà, tannin mềm tròn và hậu vị kéo dài, sâu lắng.

Spanella Rosso đặc biệt phù hợp khi kết hợp cùng thịt đỏ, thịt thú rừng và các loại phô mai đậm vị. Rượu nên được phục vụ ở nhiệt độ 16–18°C để cảm nhận trọn vẹn hương vị.";/wines/spanella-rosso-fixed.jpg;red;16-18°C;15%;Pizza, pasta, thịt nướng;Dâu đen, mâm xôi, dâu tây, cam thảo, lý chua;"[""Dâu đen"",""Mâm xôi"",""Dâu tây"",""Cam thảo"",""Lý chua""]";;Puglia, Miền Nam nước Ý;2.0;7.0;5.0;4.0;;2025-12-24 07:53:42.2365+00;2025-12-24 08:45:00.260596+00
a5a290e7-71e3-433a-80f3-955bacd2ebe7;Eremo San Quirico Gold;Irpinia, Campania, Italy;Aglianico;1,750,000₫;Dòng vang đỏ cao cấp và giới hạn của nhà Nativ, được làm từ 100% nho Aglianico. Rượu có màu đỏ ruby đậm ánh tím. Hương thơm nổi bật của mứt anh đào, cherry đen. Đạt 99/100 điểm Luca Maroni.;"Eremo San Quirico Gold là phiên bản cao cấp nhất trong dòng Eremo San Quirico, được tuyển chọn từ những lô nho tốt nhất và ủ lâu hơn trong thùng gỗ sồi Pháp mới 100%.

Với 99/100 điểm từ Luca Maroni – một trong những nhà phê bình rượu vang uy tín nhất của Ý, chai vang này khẳng định vị thế đỉnh cao của nghệ thuật làm rượu vùng Campania.

Rượu thể hiện sự cô đọng và phức hợp tuyệt vời, với lớp hương vị sâu của mứt anh đào, cherry đen, chocolate đen, vani và gia vị nồng. Cấu trúc tannin chắc chắn nhưng mượt mà, hậu vị kéo dài và đầy ấn tượng.";/wines/eremo-san-quirico-gold-fixed.jpg;red;16°C;14.5%;Ẩm thực Địa Trung Hải, các món sốt thịt, thịt nướng, thịt thú rừng;Mứt anh đào, cherry đen, chocolate đen, vani, gia vị nồng, cấu trúc mạnh mẽ, hậu vị dài;"[""Anh đào"",""Dâu đen"",""Sô-cô-la"",""Vani"",""Dâu tây"",""Hoa tím"",""Gỗ tuyết tùng"",""Da thuộc"",""Ca cao"",""Kem"",""Hoa"",""Thuốc lá""]";2016;Irpinia Campi Taurasini, Campania, Miền Nam nước Ý;6.0;9.0;4.5;2.5;;2025-12-24 07:51:47.169475+00;2025-12-24 08:45:31.184116+00
cdc17b46-17cb-4662-a9a6-25312429e46a;Château Civrac-Lagrange 2018;Pessac-Léognan, France;50% Cabernet Sauvignon•42% Merlot•8% Petit Verdot;1,550,000₫;Château Civrac-Lagrange 2018 là chai vang đỏ đến từ Pessac-Léognan, khu vực danh tiếng thuộc vùng Graves của Bordeaux. Nơi đây nổi tiếng với thổ nhưỡng sỏi sâu pha cát và đất sét, có khả năng thoát nước rất tốt.;"Thổ nhưỡng đặc biệt buộc rễ nho phải ăn sâu vào lòng đất để hấp thụ khoáng chất, từ đó tạo nên phong cách vang thanh lịch, phức hợp và cân bằng. Khí hậu ôn đới đại dương với mùa hè ôn hòa và mùa thu kéo dài giúp nho chín chậm, đạt độ chín hoàn hảo mà vẫn giữ được độ tươi tự nhiên.

Rượu được phối trộn theo phong cách truyền thống của Pessac-Léognan, chủ yếu từ Merlot và Cabernet Sauvignon, có thể bổ sung một phần nhỏ Cabernet Franc. Niên vụ 2018 thể hiện rõ cá tính của vùng Graves với màu tím đậm, hương thơm nổi bật của trái cây đen chín như mận và mâm xôi đen, hòa quyện cùng nốt cafe nhẹ và sắc thái khoáng đặc trưng của đất sỏi.

Quy trình sản xuất theo phương pháp truyền thống Bordeaux, với thời gian ngâm ủ kéo dài và ủ trong thùng gỗ sồi, giúp rượu đạt được sự cân bằng hài hòa giữa cấu trúc tannin chắc chắn và độ tươi mát, đồng thời mang lại chiều sâu và tiềm năng phát triển tốt theo thời gian.";/wines/chateau-civrac-lagrange-fixed.jpg;red;16°C;13.5%;Thịt bò, thịt cừu, phô mai cứng;Mâm xôi, mận, mocha, dâu đen, hoa tím, da thuộc;"[""Mâm xôi"",""Mận"",""Mocha"",""Dâu đen"",""Hoa tím"",""Hoa"",""Da thuộc""]";2018;Graves, Bordeaux, Pháp;1.0;7.5;9.0;8.0;;2025-12-24 07:51:47.169475+00;2025-12-24 08:43:18.725356+00
4cef95be-017e-439b-8528-880a8b86d923;Château Franc Pipeau Descombes;Saint-Émilion Grand Cru, France;75% Merlot•25% Cabernet Franc;1,520,000₫;Château Franc Pipeau Descombes Saint-Émilion Grand Cru là chai vang đỏ đến từ bờ phải Bordeaux, vùng Saint-Émilion, với lịch sử điền trang bắt đầu từ năm 1680. Gia đình Bertrand đã gắn bó với vườn nho này qua năm thế hệ.;"Hiện do Jacques Bertrand và các con tiếp tục quản lý, kết hợp hài hòa giữa truyền thống lâu đời và kỹ thuật canh tác hiện đại.

Vườn nho được kiểm soát năng suất nghiêm ngặt thông qua thu hoạch xanh và tỉa lá, toàn bộ nho thu hoạch thủ công và phân loại kỹ trước khi lên men. Rượu được phối trộn theo phong cách cổ điển Saint-Émilion, với Merlot giữ vai trò chủ đạo, bổ sung Cabernet Franc và Cabernet Sauvignon, thu hoạch từ những thửa đất được xếp hạng Grand Cru. Sau khi lên men, rượu được ủ khoảng 15 tháng trong thùng gỗ sồi, giúp tăng chiều sâu và độ hài hòa.

Rượu có màu đỏ ruby đậm, hương thơm phức hợp của mận chín, dâu tây, lá nguyệt quế, trái cây tươi và ghi chú bánh mì nướng nhẹ. Trên vòm miệng, rượu thể hiện cấu trúc chắc chắn nhưng cân bằng, tannin mịn, vị trái cây tròn đầy, điểm thêm sắc thái mứt mận, anh đào, tiêu xanh và khoáng chất tinh tế.

Nhờ cấu trúc vững và quá trình ủ sồi dài, rượu cũng phù hợp lưu trữ trong hầm để tiếp tục phát triển hương vị theo thời gian.";/wines/chateau-franc-pipeau-fixed.jpg;red;15-18°C;14.5%;Thịt đỏ, vịt, phô mai;Mận, anh đào, lý chua, dâu tây, vani, dâu đen, thuốc lá, da thuộc;"[""Mận"",""Anh đào"",""Lý chua"",""Dâu tây"",""Vani"",""Dâu đen"",""Thuốc lá"",""Da thuộc""]";2020;Saint-Émilion, Bordeaux, Pháp;2.0;7.5;6.0;5.5;;2025-12-24 07:51:47.169475+00;2025-12-24 08:43:18.725356+00
c929ee6e-c897-4a37-a6ce-6ff9a9fa3af3;Clos Lunelles 2012;Castillon, Bordeaux, France;80% Merlot•10% Cabernet Franc•10% Cabernet Sauvignon;1,550,000₫;Clos Lunelles 2012 là chai vang đỏ đến từ vùng Castillon–Côtes de Bordeaux, từng bị lãng quên cho đến khi được Chantal và Gérard Perse – chủ sở hữu của Château Pavie, Pavie Decesse, Montbousquet và Bellevue-Mondotte – hồi sinh vào năm 2001.;"Nhờ tầm nhìn chiến lược và sự cầu toàn trong sản xuất, Clos Lunelles nhanh chóng trở thành một trong những điền trang tiêu biểu của Castillon, khẳng định giá trị thổ nhưỡng vốn bị bỏ qua trong nhiều năm.

Vườn nho rộng khoảng 8,5 ha, nằm tại Saint-Magne de Castillon trên cao nguyên Sainte-Colombe, phần mở rộng của cao nguyên đá vôi Saint-Émilion. Thổ nhưỡng đất sét pha đá vôi cùng những cây nho có tuổi đời trung bình hơn 40 năm, trồng chủ yếu Merlot kết hợp Cabernet Franc và Cabernet Sauvignon, mang lại cho rượu độ cô đọng, chiều sâu và cấu trúc bền vững.

Nho được thu hoạch hoàn toàn thủ công, lên men trong thùng thép không gỉ có kiểm soát nhiệt độ, ngâm vỏ kéo dài, sau đó lên men malolactic và ủ 24 tháng trong thùng gỗ sồi, trong đó 60% là thùng mới. Rượu được đóng chai không qua lọc, nhằm giữ trọn cá tính tự nhiên của terroir.

Niên vụ 2012 được đánh giá cao với 90 điểm Robert Parker và 16.5/20 từ Jancis Robinson, cho thấy tiềm năng phát triển tốt theo thời gian.";/wines/clos-lunelles-fixed.jpg;red;16-18°C;14%;Thịt nướng, thịt cừu, phô mai lâu năm;Vani, mận, anh đào, hoa tím, chocolate, dâu đen, gỗ tuyết tùng, thuốc lá, da thuộc;"[""Vani"",""Mận"",""Anh đào"",""Hoa tím"",""Sô-cô-la"",""Dâu đen"",""Hoa"",""Gỗ tuyết tùng"",""Thuốc lá"",""Da thuộc""]";2012;Castillon–Côtes de Bordeaux, Pháp;2.0;7.0;6.0;6.5;;2025-12-24 07:51:47.169475+00;2025-12-24 08:43:18.725356+00
20d07328-152c-433f-83f6-3d17ce446282;Confident Chardonnay Lodi;California, USA;Chardonnay;750,000₫;Chai vang trắng Mỹ mang phong cách hiện đại và tinh tế, được sản xuất bởi Tập đoàn Grands Chais de France. Rượu có màu vàng rơm sáng, hương thơm hài hòa của trái cây chín như táo vàng, lê, đào trắng. Huy chương Bạc IWC.;"Lodi là một trong những vùng trồng nho quan trọng nhất của California, được biết đến với khí hậu Địa Trung Hải lý tưởng và đất phù sa màu mỡ. Vùng này đặc biệt nổi tiếng với các giống nho như Zinfandel và Chardonnay.

Confident Chardonnay thể hiện phong cách vang trắng California hiện đại: tươi mát, trái cây và dễ uống. Rượu được lên men và ủ trong thùng thép không gỉ để giữ trọn độ tươi và hương thơm tự nhiên.

Trong ly, rượu có màu vàng rơm sáng với ánh xanh nhẹ. Hương thơm hài hòa của táo vàng, lê, đào trắng, vani nhẹ và bơ. Trên vòm miệng, rượu tròn đầy, mềm mại, với độ chua cân bằng và hậu vị sạch sẽ.";/wines/confident-chardonnay-fixed.jpg;white;7-10°C;13.5%;Hải sản, gà, salad, pasta kem;Táo, lê, đào, vani, bơ, chuối, kem;"[""Táo"",""Lê"",""Đào"",""Vani"",""Bơ"",""Chuối"",""Kem""]";2021;Lodi, California, Mỹ;4.0;9.0;0.0;6.0;;2025-12-24 07:52:51.761483+00;2025-12-24 08:43:18.725356+00
19e2b389-62ef-46cf-8c86-b9026996a0dd;Confident Zinfandel Lodi;California, USA;Zinfandel;750,000₫;Dòng vang Mỹ tiêu biểu được làm từ giống nho Zinfandel trồng tại Lodi – thủ phủ Zinfandel của thế giới. Rượu có màu đỏ ruby đậm, hương thơm phong phú của nho đen, nam việt quất, anh đào chín. Huy chương bạc IWC 2022.;"🍷 Confident Zinfandel Lodi – Vang đỏ Mỹ đậm đà, quyến rũ

Confident Zinfandel Lodi là chai vang đỏ khô tiêu biểu của Mỹ, được sản xuất bởi Tập đoàn Grands Chais de France (GCF) – một trong những nhà sản xuất rượu vang và rượu mạnh hàng đầu nước Pháp, thành lập năm 1979 với mạng lưới nhà máy và vườn nho trải dài khắp thế giới.

Rượu được làm từ giống nho Zinfandel trồng tại Lodi, California – vùng đất được mệnh danh là “thủ phủ Zinfandel của thế giới”, nơi chiếm tới 40% sản lượng Zinfandel chất lượng cao của bang California. Những cây nho Zinfandel già, không ghép, sinh trưởng tự nhiên trong điều kiện khí hậu ngày ấm – đêm mát, cùng thổ nhưỡng độc đáo, tạo nên trái nho đậm vị, cân bằng hoàn hảo giữa độ chín và độ axit.

🏅 Giải thưởng: Huy chương Bạc – International Wine Challenge 2022

Đặc điểm cảm quan:

Màu sắc: Đỏ ruby (hồng ngọc) đậm, ánh tím quyến rũ

Hương thơm: Nổi bật hương nho đen, nam việt quất, anh đào chín, dâu tây, hòa quyện cùng sô cô la tinh tế

Hương vị: Rượu chín mọng, mềm mại, dễ uống, tannin tròn trịa, hậu vị êm ái và kéo dài

Kết hợp món ăn:

Hoàn hảo khi dùng cùng thịt nướng, BBQ, pizza, burger, phô mai lâu năm hoặc các món ăn đậm đà gia vị.

🥂 Confident Chardonnay Lodi – Vang trắng Mỹ thanh lịch, cân bằng

Confident Chardonnay được làm từ giống nho Chardonnay trồng tại Lodi, California, một trong những vùng trồng nho hàng đầu của Mỹ. Sự kết hợp giữa đất cát, khí hậu ấm áp và làn gió mát từ Thái Bình Dương giúp nho chín đều, giữ được hương vị đậm đà cùng độ chua sống động.

Nho được thu hoạch ở độ chín lý tưởng, ép nhẹ và lên men trong thùng thép không gỉ ở nhiệt độ kiểm soát nhằm bảo toàn hương vị tươi mới. Sau đó, rượu được ủ trong thùng gỗ sồi, tạo thêm chiều sâu và nét thanh lịch đặc trưng.

🏅 Giải thưởng: Huy chương Bạc – International Wine Challenge (IWC)

Đặc điểm cảm quan:

Màu sắc: Vàng rơm sáng, ánh vàng nhẹ

Hương thơm: Hương trái cây chín như táo, lê, đào, điểm xuyết gia vị tinh tế và tiêu trắng

Hương vị: Tròn đầy, mượt mà, cân bằng giữa trái cây và gỗ sồi, hậu vị kéo dài với sắc thái cay nhẹ

Thưởng thức:

Phù hợp với khai vị lạnh, thịt trắng, thịt đỏ nhẹ, một số món cá và phô mai.";/wines/confident-zinfandel-fixed.jpg;red;16-18°C;14%;Thịt nướng BBQ, pizza, burger;Nho, nam việt quất, anh đào, tiêu, vani, gia vị, dâu đen, mận, khói;"[""Nho"",""Nam việt quất"",""Anh đào"",""Tiêu"",""Vani"",""Gia vị"",""Dâu đen"",""Mận"",""Khói""]";2021;Lodi, California, Mỹ;4.5;6.5;4.0;3.0;;2025-12-24 07:52:51.761483+00;2025-12-24 08:43:18.725356+00
88437ed6-b99b-442c-9a85-c659145d6094;Bubbles Moscato d'Asti DOCG;Piemonte, Italy;Moscato Bianco;630,000₫;Bubbles Moscato d'Asti DOCG là hiện thân thanh lịch của dòng vang ngọt sủi nhẹ trứ danh vùng Piemonte, được tạo tác bởi Bosio Family Estates – nhà làm vang gia đình danh tiếng với truyền thống từ năm 1967, tọa lạc giữa những triền đồi Moscato danh giá của Asti.;"Bubbles Moscato d’Asti DOCG là dòng vang trắng ngọt sủi nhẹ đến từ nhà làm vang Bosio, tọa lạc tại trung tâm vùng Langhe, Piemonte. Được thành lập năm 1967 bởi Egidio và Angela Bosio, nhà rượu khởi đầu từ những vườn nho nhỏ và từng bước phát triển bền vững. Ngày nay, Bosio sở hữu khoảng 500 ha vườn nho, canh tác theo phương pháp truyền thống, không sử dụng thuốc diệt cỏ hay thuốc trừ sâu, và được công nhận rộng rãi tại Ý cũng như nhiều thị trường quốc tế.

Rượu được làm hoàn toàn từ giống Moscato Bianco, thu hoạch vào đầu mùa thu tại các vườn nho của điền trang. Sau khi ép, nước nho được làm lạnh và giữ ổn định trong thời gian dài trước khi lên men có kiểm soát, giúp bảo toàn trọn vẹn hương thơm tự nhiên. Rượu sau đó được lọc, đóng chai và ủ thêm trong hầm rượu, tạo nên phong cách sủi nhẹ tinh tế đặc trưng của Moscato d’Asti.

Trong ly, Bubbles Moscato d’Asti có màu vàng rơm tươi sáng cùng những hạt bọt mịn. Hương thơm thanh thoát của táo, nho chín và hoa trắng lan tỏa nhẹ nhàng. Vị rượu hài hòa, ngọt dịu nhưng không ngấy, nổi bật với trái cây nhiệt đới như dứa, kết thúc bằng hậu vị tươi mát, dễ chịu.";/wines/bubbles-moscato-fixed.jpg;sparkling;5-8°C;5.5%;Tráng miệng, hoa quả, bánh ngọt;Cam quýt, mật ong, đào, táo, dứa, lê, gừng;"[""Cam quýt"",""Mật ong"",""Cam"",""Đào"",""Táo"",""Dứa"",""Lê"",""Gừng"",""Vỏ cam""]";2021;Asti, Piemonte, Miền Bắc nước Ý;6.0;4.0;0.0;3.0;1.0;2025-12-24 07:52:51.761483+00;2025-12-24 08:43:43.882853+00
